date,locale,traffic,conversion
2022-12-29,JP,238,16
2022-12-29,TR,283,3
2022-12-29,US,758,25
2022-12-30,AU,196,4
2022-12-30,BR,174,11
2022-12-30,CA,215,11
2022-12-30,DE,225,10
2022-12-30,ES,190,9
2022-12-30,FR,201,11
2022-12-30,GB,1318,44
2022-12-30,IN,370,5
2022-12-30,JP,213,11
2022-12-30,TR,254,7
2022-12-30,US,774,32
2022-12-31,AU,106,2
2022-12-31,BR,105,1
2022-12-31,CA,172,2
2022-12-31,DE,128,5
2022-12-31,ES,125,4
2022-12-31,FR,132,0
2022-12-31,GB,930,21
2022-12-31,IN,284,2
2022-12-31,JP,138,7
2022-12-31,TR,144,0
2022-12-31,US,611,11
2023-01-01,AU,117,2
2023-01-01,BR,87,2
2023-01-01,CA,134,3
2023-01-01,DE,117,1
2023-01-01,ES,93,1
2023-01-01,FR,145,1
2023-01-01,GB,914,19
2023-01-01,IN,238,0
2023-01-01,JP,143,4
2023-01-01,TR,165,3
2023-01-01,US,469,5
2023-01-02,AU,180,13
2023-01-02,BR,256,13
2023-01-02,CA,204,6
2023-01-02,DE,247,12
2023-01-02,ES,210,9
2023-01-02,FR,238,14
2023-01-02,GB,1273,39
2023-01-02,IN,366,10
2023-01-02,JP,191,17
2023-01-02,TR,293,9
2023-01-02,US,746,27
2023-01-03,AU,213,16
2023-01-03,BR,284,14
2023-01-03,CA,242,33
2023-01-03,DE,250,8
2023-01-03,ES,302,9
2023-01-03,FR,245,14
2023-01-03,GB,1509,59
2023-01-03,IN,370,16
2023-01-03,JP,295,18
2023-01-03,TR,328,7
2023-01-03,US,862,51
2023-01-04,AU,280,13
2023-01-04,BR,308,26
2023-01-04,CA,276,20
2023-01-04,DE,245,14
2023-01-04,ES,295,5
2023-01-04,FR,267,17
2023-01-04,GB,1512,60
2023-01-04,IN,399,9
2023-01-04,JP,338,31
2023-01-04,TR,312,5
2023-01-04,US,897,37
2023-01-05,AU,252,13
2023-01-05,BR,317,21
2023-01-05,CA,250,8
2023-01-05,DE,264,14
2023-01-05,ES,244,5
2023-01-05,FR,287,6
2023-01-05,GB,1516,62
2023-01-05,IN,358,10
2023-01-05,JP,344,22
2023-01-05,TR,328,7
2023-01-05,US,1145,26
2023-01-06,AU,239,18
2023-01-06,BR,259,19
2023-01-06,CA,261,18
2023-01-06,DE,200,10
2023-01-06,ES,230,4
2023-01-06,FR,235,10
2023-01-06,GB,1402,56
2023-01-06,IN,361,9
2023-01-06,JP,321,14
2023-01-06,TR,267,4
2023-01-06,US,845,31
2023-01-07,AU,202,10
2023-01-07,BR,198,5
2023-01-07,CA,218,6
2023-01-07,DE,168,1
2023-01-07,ES,184,4
2023-01-07,FR,195,7
2023-01-07,GB,1244,24
2023-01-07,IN,317,2
2023-01-07,JP,205,8
2023-01-07,TR,220,3
2023-01-07,US,621,9
2023-01-08,AU,190,8
2023-01-08,BR,169,2
2023-01-08,CA,194,6
2023-01-08,DE,208,6
2023-01-08,ES,177,2
2023-01-08,FR,181,9
2023-01-08,GB,1154,34
2023-01-08,IN,263,2
2023-01-08,JP,189,4
2023-01-08,TR,208,0
2023-01-08,US,669,11
2023-01-09,AU,250,17
2023-01-09,BR,328,12
2023-01-09,CA,259,20
2023-01-09,DE,286,16
2023-01-09,ES,273,6
2023-01-09,FR,280,13
2023-01-09,GB,1526,71
2023-01-09,IN,437,14
2023-01-09,JP,235,13
2023-01-09,TR,300,11
2023-01-09,US,850,47
2023-01-10,AU,261,10
2023-01-10,BR,297,12
2023-01-10,CA,255,8
2023-01-10,DE,262,12
2023-01-10,ES,246,6
2023-01-10,FR,313,12
2023-01-10,GB,1684,56
2023-01-10,IN,401,6
2023-01-10,JP,330,19
2023-01-10,TR,326,8
2023-01-10,US,882,46
2023-01-11,AU,223,19
2023-01-11,BR,273,14
2023-01-11,CA,279,19
2023-01-11,DE,261,11
2023-01-11,ES,276,6
2023-01-11,FR,269,21
2023-01-11,GB,1696,50
2023-01-11,IN,368,11
2023-01-11,JP,299,21
2023-01-11,TR,283,6
2023-01-11,US,828,38
2023-01-12,AU,248,11
2023-01-12,BR,306,14
2023-01-12,CA,245,14
2023-01-12,DE,275,10
2023-01-12,ES,251,8
2023-01-12,FR,255,16
2023-01-12,GB,1487,47
2023-01-12,IN,354,7
2023-01-12,JP,278,16
2023-01-12,TR,324,6
2023-01-12,US,878,38
2023-01-13,AU,231,21
2023-01-13,BR,317,23
2023-01-13,CA,270,10
2023-01-13,DE,241,8
2023-01-13,ES,231,10
2023-01-13,FR,235,9
2023-01-13,GB,1456,50
2023-01-13,IN,358,7
2023-01-13,JP,303,18
2023-01-13,TR,277,5
2023-01-13,US,871,31
2023-01-14,AU,154,2
2023-01-14,BR,215,6
2023-01-14,CA,161,5
2023-01-14,DE,178,2
2023-01-14,ES,163,3
2023-01-14,FR,198,4
2023-01-14,GB,1152,27
2023-01-14,IN,302,3
2023-01-14,JP,219,5
2023-01-14,TR,223,1
2023-01-14,US,712,14
2023-01-15,AU,183,10
2023-01-15,BR,187,4
2023-01-15,CA,168,6
2023-01-15,DE,185,5
2023-01-15,ES,157,4
2023-01-15,FR,187,7
2023-01-15,GB,1138,27
2023-01-15,IN,268,0
2023-01-15,JP,233,7
2023-01-15,TR,240,0
2023-01-15,US,639,11
2023-01-16,AU,249,16
2023-01-16,BR,311,16
2023-01-16,CA,248,19
2023-01-16,DE,304,14
2023-01-16,ES,302,4
2023-01-16,FR,256,19
2023-01-16,GB,1557,61
2023-01-16,IN,402,9
2023-01-16,JP,321,26
2023-01-16,TR,352,15
2023-01-16,US,811,27
2023-01-17,AU,284,26
2023-01-17,BR,309,30
2023-01-17,CA,231,19
2023-01-17,DE,257,20
2023-01-17,ES,280,6
2023-01-17,FR,268,13
2023-01-17,GB,1646,62
2023-01-17,IN,404,13
2023-01-17,JP,278,26
2023-01-17,TR,315,6
2023-01-17,US,899,42
2023-01-18,AU,285,30
2023-01-18,BR,276,15
2023-01-18,CA,257,9
2023-01-18,DE,272,12
2023-01-18,ES,260,9
2023-01-18,FR,288,9
2023-01-18,GB,1596,60
2023-01-18,IN,430,8
2023-01-18,JP,315,13
2023-01-18,TR,325,8
2023-01-18,US,816,30
2023-01-19,AU,270,18
2023-01-19,BR,263,13
2023-01-19,CA,235,14
2023-01-19,DE,244,18
2023-01-19,ES,251,7
2023-01-19,FR,253,9
2023-01-19,GB,1506,58
2023-01-19,IN,379,10
2023-01-19,JP,288,17
2023-01-19,TR,319,16
2023-01-19,US,1153,31
2023-01-20,AU,206,16
2023-01-20,BR,265,9
2023-01-20,CA,212,5
2023-01-20,DE,221,12
2023-01-20,ES,232,4
2023-01-20,FR,239,9
2023-01-20,GB,1363,53
2023-01-20,IN,350,10
2023-01-20,JP,330,22
2023-01-20,TR,270,11
2023-01-20,US,770,13
2023-01-21,AU,179,8
2023-01-21,BR,174,1
2023-01-21,CA,171,8
2023-01-21,DE,170,3
2023-01-21,ES,176,2
2023-01-21,FR,174,4
2023-01-21,GB,1125,28
2023-01-21,IN,279,5
2023-01-21,JP,220,4
2023-01-21,TR,221,3
2023-01-21,US,630,10
2023-01-22,AU,191,12
2023-01-22,BR,201,4
2023-01-22,CA,172,7
2023-01-22,DE,183,5
2023-01-22,ES,167,8
2023-01-22,FR,200,3
2023-01-22,GB,1177,30
2023-01-22,IN,290,3
2023-01-22,JP,259,8
2023-01-22,TR,220,1
2023-01-22,US,621,14
2023-01-23,AU,267,26
2023-01-23,BR,296,19
2023-01-23,CA,237,17
2023-01-23,DE,266,32
2023-01-23,ES,278,8
2023-01-23,FR,245,15
2023-01-23,GB,1579,50
2023-01-23,IN,370,15
2023-01-23,JP,338,21
2023-01-23,TR,330,11
2023-01-23,US,815,45
2023-01-24,AU,261,20
2023-01-24,BR,321,19
2023-01-24,CA,238,9
2023-01-24,DE,304,15
2023-01-24,ES,291,7
2023-01-24,FR,284,9
2023-01-24,GB,1586,65
2023-01-24,IN,357,11
2023-01-24,JP,310,16
2023-01-24,TR,348,9
2023-01-24,US,802,32
2023-01-25,AU,282,20
2023-01-25,BR,267,12
2023-01-25,CA,220,14
2023-01-25,DE,255,20
2023-01-25,ES,302,6
2023-01-25,FR,284,8
2023-01-25,GB,1551,57
2023-01-25,IN,383,19
2023-01-25,JP,340,16
2023-01-25,TR,326,3
2023-01-25,US,818,32
2023-01-26,AU,251,14
2023-01-26,BR,280,22
2023-01-26,CA,237,12
2023-01-26,DE,254,12
2023-01-26,ES,289,10
2023-01-26,FR,257,11
2023-01-26,GB,1643,51
2023-01-26,IN,340,7
2023-01-26,JP,337,24
2023-01-26,TR,304,9
2023-01-26,US,744,27
2023-01-27,AU,261,17
2023-01-27,BR,245,18
2023-01-27,CA,234,10
2023-01-27,DE,253,10
2023-01-27,ES,275,3
2023-01-27,FR,243,15
2023-01-27,GB,1742,56
2023-01-27,IN,329,9
2023-01-27,JP,338,19
2023-01-27,TR,294,6
2023-01-27,US,764,16
2023-01-28,AU,181,5
2023-01-28,BR,169,1
2023-01-28,CA,212,6
2023-01-28,DE,168,5
2023-01-28,ES,186,1
2023-01-28,FR,188,5
2023-01-28,GB,1316,27
2023-01-28,IN,303,4
2023-01-28,JP,217,3
2023-01-28,TR,233,0
2023-01-28,US,639,6
2023-01-29,AU,195,21
2023-01-29,BR,161,3
2023-01-29,CA,179,1
2023-01-29,DE,212,3
2023-01-29,ES,181,7
2023-01-29,FR,210,3
2023-01-29,GB,1270,24
2023-01-29,IN,311,1
2023-01-29,JP,264,9
2023-01-29,TR,232,1
2023-01-29,US,596,8
2023-01-30,AU,290,17
2023-01-30,BR,306,11
2023-01-30,CA,258,17
2023-01-30,DE,295,21
2023-01-30,ES,310,6
2023-01-30,FR,276,19
2023-01-30,GB,1822,65
2023-01-30,IN,412,18
2023-01-30,JP,314,32
2023-01-30,TR,336,6
2023-01-30,US,856,36
2023-01-31,AU,279,22
2023-01-31,BR,331,20
2023-01-31,CA,275,21
2023-01-31,DE,304,13
2023-01-31,ES,300,10
2023-01-31,FR,344,22
2023-01-31,GB,1810,73
2023-01-31,IN,433,15
2023-01-31,JP,337,19
2023-01-31,TR,371,9
2023-01-31,US,876,28
2023-02-01,AU,298,17
2023-02-01,BR,294,16
2023-02-01,CA,259,6
2023-02-01,DE,280,23
2023-02-01,ES,296,12
2023-02-01,FR,312,10
2023-02-01,GB,1793,55
2023-02-01,IN,420,11
2023-02-01,JP,350,24
2023-02-01,TR,445,11
2023-02-01,US,843,40
2023-02-02,AU,281,19
2023-02-02,BR,319,28
2023-02-02,CA,270,9
2023-02-02,DE,287,14
2023-02-02,ES,332,6
2023-02-02,FR,306,12
2023-02-02,GB,1692,54
2023-02-02,IN,485,11
2023-02-02,JP,430,24
2023-02-02,TR,446,10
2023-02-02,US,909,34
2023-02-03,AU,237,13
2023-02-03,BR,296,19
2023-02-03,CA,262,23
2023-02-03,DE,236,12
2023-02-03,ES,317,13
2023-02-03,FR,280,16
2023-02-03,GB,1575,57
2023-02-03,IN,408,14
2023-02-03,JP,320,17
2023-02-03,TR,384,8
2023-02-03,US,1171,41
2023-02-04,AU,215,8
2023-02-04,BR,184,5
2023-02-04,CA,193,7
2023-02-04,DE,191,1
2023-02-04,ES,205,4
2023-02-04,FR,210,4
2023-02-04,GB,1276,25
2023-02-04,IN,330,5
2023-02-04,JP,263,9
2023-02-04,TR,248,2
2023-02-04,US,613,12
2023-02-05,AU,216,8
2023-02-05,BR,179,2
2023-02-05,CA,211,6
2023-02-05,DE,220,6
2023-02-05,ES,185,2
2023-02-05,FR,214,3
2023-02-05,GB,1229,27
2023-02-05,IN,274,3
2023-02-05,JP,239,6
2023-02-05,TR,266,0
2023-02-05,US,539,11
2023-02-06,AU,259,20
2023-02-06,BR,295,12
2023-02-06,CA,253,16
2023-02-06,DE,263,16
2023-02-06,ES,310,13
2023-02-06,FR,276,16
2023-02-06,GB,1658,63
2023-02-06,IN,416,20
2023-02-06,JP,380,22
2023-02-06,TR,384,9
2023-02-06,US,773,43
2023-02-07,AU,308,14
2023-02-07,BR,259,23
2023-02-07,CA,286,17
2023-02-07,DE,319,14
2023-02-07,ES,327,7
2023-02-07,FR,323,4
2023-02-07,GB,1669,77
2023-02-07,IN,440,4
2023-02-07,JP,383,18
2023-02-07,TR,471,12
2023-02-07,US,864,29
2023-02-08,AU,273,15
2023-02-08,BR,289,19
2023-02-08,CA,264,12
2023-02-08,DE,344,13
2023-02-08,ES,312,12
2023-02-08,FR,294,17
2023-02-08,GB,1733,69
2023-02-08,IN,415,10
2023-02-08,JP,378,24
2023-02-08,TR,448,11
2023-02-08,US,822,29
2023-02-09,AU,290,26
2023-02-09,BR,282,16
2023-02-09,CA,273,18
2023-02-09,DE,317,12
2023-02-09,ES,324,6
2023-02-09,FR,305,16
2023-02-09,GB,1650,67
2023-02-09,IN,438,11
2023-02-09,JP,376,25
2023-02-09,TR,465,9
2023-02-09,US,767,32
2023-02-10,AU,247,11
2023-02-10,BR,238,15
2023-02-10,CA,245,8
2023-02-10,DE,281,12
2023-02-10,ES,301,7
2023-02-10,FR,249,12
2023-02-10,GB,1464,58
2023-02-10,IN,369,9
2023-02-10,JP,343,30
2023-02-10,TR,403,7
2023-02-10,US,733,30
2023-02-11,AU,179,8
2023-02-11,BR,184,1
2023-02-11,CA,206,5
2023-02-11,DE,223,2
2023-02-11,ES,191,4
2023-02-11,FR,213,6
2023-02-11,GB,1099,36
2023-02-11,IN,332,1
2023-02-11,JP,236,3
2023-02-11,TR,352,2
2023-02-11,US,590,8
2023-02-12,AU,200,11
2023-02-12,BR,192,7
2023-02-12,CA,184,3
2023-02-12,DE,226,2
2023-02-12,ES,192,5
2023-02-12,FR,200,10
2023-02-12,GB,1131,18
2023-02-12,IN,284,3
2023-02-12,JP,238,9
2023-02-12,TR,336,1
2023-02-12,US,543,9
2023-02-13,AU,291,27
2023-02-13,BR,248,22
2023-02-13,CA,270,25
2023-02-13,DE,306,18
2023-02-13,ES,280,9
2023-02-13,FR,287,24
2023-02-13,GB,1527,73
2023-02-13,IN,394,11
2023-02-13,JP,381,30
2023-02-13,TR,437,15
2023-02-13,US,727,45
2023-02-14,AU,281,19
2023-02-14,BR,257,18
2023-02-14,CA,249,14
2023-02-14,DE,278,22
2023-02-14,ES,269,5
2023-02-14,FR,290,13
2023-02-14,GB,1417,55
2023-02-14,IN,379,5
2023-02-14,JP,398,25
2023-02-14,TR,425,10
2023-02-14,US,706,36
2023-02-15,AU,275,15
2023-02-15,BR,303,11
2023-02-15,CA,249,13
2023-02-15,DE,296,15
2023-02-15,ES,276,8
2023-02-15,FR,265,10
2023-02-15,GB,1608,46
2023-02-15,IN,376,11
2023-02-15,JP,400,24
2023-02-15,TR,451,12
2023-02-15,US,745,43
2023-02-16,AU,268,14
2023-02-16,BR,274,17
2023-02-16,CA,233,15
2023-02-16,DE,267,13
2023-02-16,ES,300,12
2023-02-16,FR,258,21
2023-02-16,GB,1430,52
2023-02-16,IN,392,7
2023-02-16,JP,362,25
2023-02-16,TR,421,8
2023-02-16,US,729,25
2023-02-17,AU,254,13
2023-02-17,BR,243,8
2023-02-17,CA,250,15
2023-02-17,DE,250,7
2023-02-17,ES,275,3
2023-02-17,FR,262,7
2023-02-17,GB,1423,52
2023-02-17,IN,357,8
2023-02-17,JP,318,29
2023-02-17,TR,347,6
2023-02-17,US,1027,28
2023-02-18,AU,188,4
2023-02-18,BR,161,9
2023-02-18,CA,202,2
2023-02-18,DE,206,3
2023-02-18,ES,187,2
2023-02-18,FR,236,2
2023-02-18,GB,1042,22
2023-02-18,IN,338,1
2023-02-18,JP,254,5
2023-02-18,TR,311,1
2023-02-18,US,562,13
2023-02-19,AU,233,9
2023-02-19,BR,140,3
2023-02-19,CA,185,8
2023-02-19,DE,230,4
2023-02-19,ES,204,2
2023-02-19,FR,218,3
2023-02-19,GB,1030,22
2023-02-19,IN,271,7
2023-02-19,JP,279,6
2023-02-19,TR,298,2
2023-02-19,US,503,8
2023-02-20,AU,288,20
2023-02-20,BR,206,4
2023-02-20,CA,235,4
2023-02-20,DE,270,12
2023-02-20,ES,252,3
2023-02-20,FR,304,10
2023-02-20,GB,1420,55
2023-02-20,IN,413,17
2023-02-20,JP,350,17
2023-02-20,TR,413,8
2023-02-20,US,704,23
2023-02-21,AU,250,25
2023-02-21,BR,183,3
2023-02-21,CA,253,14
2023-02-21,DE,292,19
2023-02-21,ES,238,5
2023-02-21,FR,342,10
2023-02-21,GB,1531,58
2023-02-21,IN,447,11
2023-02-21,JP,392,32
2023-02-21,TR,437,7
2023-02-21,US,792,33
2023-02-22,AU,336,16
2023-02-22,BR,316,21
2023-02-22,CA,306,8
2023-02-22,DE,410,9
2023-02-22,ES,303,11
2023-02-22,FR,301,18
2023-02-22,GB,1977,69
2023-02-22,IN,431,10
2023-02-22,JP,416,21
2023-02-22,TR,472,3
2023-02-22,US,769,33
2023-02-23,AU,281,19
2023-02-23,BR,401,13
2023-02-23,CA,378,12
2023-02-23,DE,309,11
2023-02-23,ES,418,8
2023-02-23,FR,363,8
2023-02-23,GB,1590,51
2023-02-23,IN,472,8
2023-02-23,JP,452,15
2023-02-23,TR,489,8
2023-02-23,US,880,41
2023-02-24,AU,234,18
2023-02-24,BR,268,16
2023-02-24,CA,284,10
2023-02-24,DE,247,10
2023-02-24,ES,251,3
2023-02-24,FR,276,10
2023-02-24,GB,1516,56
2023-02-24,IN,410,10
2023-02-24,JP,368,26
2023-02-24,TR,417,6
2023-02-24,US,707,30
2023-02-25,AU,176,6
2023-02-25,BR,187,8
2023-02-25,CA,237,8
2023-02-25,DE,199,1
2023-02-25,ES,209,5
2023-02-25,FR,237,7
2023-02-25,GB,1122,20
2023-02-25,IN,348,3
2023-02-25,JP,235,8
2023-02-25,TR,302,0
2023-02-25,US,589,6
2023-02-26,AU,205,12
2023-02-26,BR,174,6
2023-02-26,CA,217,5
2023-02-26,DE,184,5
2023-02-26,ES,183,3
2023-02-26,FR,202,5
2023-02-26,GB,1132,19
2023-02-26,IN,342,3
2023-02-26,JP,251,9
2023-02-26,TR,301,0
2023-02-26,US,518,11
2023-02-27,AU,304,26
2023-02-27,BR,284,19
2023-02-27,CA,316,18
2023-02-27,DE,320,20
2023-02-27,ES,270,6
2023-02-27,FR,364,22
2023-02-27,GB,1621,71
2023-02-27,IN,439,18
2023-02-27,JP,376,38
2023-02-27,TR,429,12
2023-02-27,US,770,47
2023-02-28,AU,306,17
2023-02-28,BR,302,19
2023-02-28,CA,309,10
2023-02-28,DE,319,23
2023-02-28,ES,308,9
2023-02-28,FR,360,17
2023-02-28,GB,1753,69
2023-02-28,IN,443,16
2023-02-28,JP,387,20
2023-02-28,TR,390,5
2023-02-28,US,796,33
2023-03-01,AU,219,22
2023-03-01,BR,167,15
2023-03-01,CA,185,19
2023-03-01,DE,179,16
2023-03-01,ES,149,8
2023-03-01,FR,205,21
2023-03-01,GB,1315,68
2023-03-01,IN,279,13
2023-03-01,JP,314,19
2023-03-01,TR,220,5
2023-03-01,US,491,30
2023-03-02,AU,302,19
2023-03-02,BR,286,14
2023-03-02,CA,334,19
2023-03-02,DE,249,15
2023-03-02,ES,300,11
2023-03-02,FR,333,16
2023-03-02,GB,1496,57
2023-03-02,IN,380,5
2023-03-02,JP,247,21
2023-03-02,TR,332,5
2023-03-02,US,614,30
2023-03-03,AU,416,12
2023-03-03,BR,297,15
2023-03-03,CA,474,24
2023-03-03,DE,273,17
2023-03-03,ES,304,6
2023-03-03,FR,309,17
2023-03-03,GB,1699,62
2023-03-03,IN,470,8
2023-03-03,JP,337,15
2023-03-03,TR,365,9
2023-03-03,US,744,32
2023-03-04,AU,355,6
2023-03-04,BR,197,6
2023-03-04,CA,332,7
2023-03-04,DE,216,3
2023-03-04,ES,226,3
2023-03-04,FR,251,4
2023-03-04,GB,1374,35
2023-03-04,IN,390,7
2023-03-04,JP,280,8
2023-03-04,TR,281,0
2023-03-04,US,625,14
2023-03-05,AU,388,26
2023-03-05,BR,197,8
2023-03-05,CA,304,4
2023-03-05,DE,235,3
2023-03-05,ES,198,1
2023-03-05,FR,224,6
2023-03-05,GB,1304,29
2023-03-05,IN,354,3
2023-03-05,JP,294,19
2023-03-05,TR,303,0
2023-03-05,US,611,13
2023-03-06,AU,464,38
2023-03-06,BR,346,16
2023-03-06,CA,411,28
2023-03-06,DE,301,20
2023-03-06,ES,273,12
2023-03-06,FR,332,17
2023-03-06,GB,1803,80
2023-03-06,IN,546,17
2023-03-06,JP,370,30
2023-03-06,TR,401,14
2023-03-06,US,772,43
2023-03-07,AU,550,32
2023-03-07,BR,341,20
2023-03-07,CA,432,19
2023-03-07,DE,288,14
2023-03-07,ES,296,12
2023-03-07,FR,346,15
2023-03-07,GB,1839,78
2023-03-07,IN,480,6
2023-03-07,JP,342,23
2023-03-07,TR,412,7
2023-03-07,US,873,41
2023-03-08,AU,549,36
2023-03-08,BR,311,30
2023-03-08,CA,434,26
2023-03-08,DE,275,12
2023-03-08,ES,236,3
2023-03-08,FR,310,20
2023-03-08,GB,1774,78
2023-03-08,IN,411,15
2023-03-08,JP,355,33
2023-03-08,TR,352,9
2023-03-08,US,780,44
2023-03-09,AU,557,22
2023-03-09,BR,339,16
2023-03-09,CA,382,15
2023-03-09,DE,259,14
2023-03-09,ES,270,6
2023-03-09,FR,297,14
2023-03-09,GB,1778,87
2023-03-09,IN,494,9
2023-03-09,JP,352,25
2023-03-09,TR,338,6
2023-03-09,US,840,32
2023-03-10,AU,456,17
2023-03-10,BR,282,20
2023-03-10,CA,395,19
2023-03-10,DE,238,14
2023-03-10,ES,254,8
2023-03-10,FR,302,13
2023-03-10,GB,1800,69
2023-03-10,IN,449,13
2023-03-10,JP,298,13
2023-03-10,TR,343,8
2023-03-10,US,806,42
2023-03-11,AU,355,10
2023-03-11,BR,186,4
2023-03-11,CA,324,7
2023-03-11,DE,218,0
2023-03-11,ES,182,2
2023-03-11,FR,256,6
2023-03-11,GB,1315,32
2023-03-11,IN,373,8
2023-03-11,JP,270,8
2023-03-11,TR,252,2
2023-03-11,US,660,16
2023-03-12,AU,395,24
2023-03-12,BR,210,5
2023-03-12,CA,298,8
2023-03-12,DE,229,4
2023-03-12,ES,157,1
2023-03-12,FR,255,9
2023-03-12,GB,1301,34
2023-03-12,IN,345,2
2023-03-12,JP,245,8
2023-03-12,TR,268,0
2023-03-12,US,745,15
2023-03-13,AU,491,42
2023-03-13,BR,330,15
2023-03-13,CA,438,37
2023-03-13,DE,277,18
2023-03-13,ES,287,6
2023-03-13,FR,338,18
2023-03-13,GB,1958,104
2023-03-13,IN,510,20
2023-03-13,JP,403,21
2023-03-13,TR,425,18
2023-03-13,US,992,45
2023-03-14,AU,624,40
2023-03-14,BR,333,19
2023-03-14,CA,423,27
2023-03-14,DE,300,17
2023-03-14,ES,280,5
2023-03-14,FR,313,12
2023-03-14,GB,1920,74
2023-03-14,IN,529,20
2023-03-14,JP,384,29
2023-03-14,TR,356,5
2023-03-14,US,1007,49
2023-03-15,AU,556,40
2023-03-15,BR,338,21
2023-03-15,CA,415,24
2023-03-15,DE,315,11
2023-03-15,ES,289,3
2023-03-15,FR,323,13
2023-03-15,GB,2005,88
2023-03-15,IN,519,8
2023-03-15,JP,431,26
2023-03-15,TR,362,9
2023-03-15,US,1053,54
2023-03-16,AU,503,36
2023-03-16,BR,318,21
2023-03-16,CA,405,23
2023-03-16,DE,257,17
2023-03-16,ES,285,3
2023-03-16,FR,298,9
2023-03-16,GB,1750,88
2023-03-16,IN,461,7
2023-03-16,JP,415,23
2023-03-16,TR,357,5
2023-03-16,US,886,39
2023-03-17,AU,437,23
2023-03-17,BR,260,21
2023-03-17,CA,358,19
2023-03-17,DE,221,9
2023-03-17,ES,245,10
2023-03-17,FR,306,12
2023-03-17,GB,1590,57
2023-03-17,IN,411,14
2023-03-17,JP,394,20
2023-03-17,TR,286,7
2023-03-17,US,832,42
2023-03-18,AU,364,7
2023-03-18,BR,166,6
2023-03-18,CA,320,12
2023-03-18,DE,168,3
2023-03-18,ES,176,5
2023-03-18,FR,198,6
2023-03-18,GB,1324,23
2023-03-18,IN,381,4
2023-03-18,JP,262,5
2023-03-18,TR,231,1
2023-03-18,US,628,14
2023-03-19,AU,370,16
2023-03-19,BR,191,6
2023-03-19,CA,302,11
2023-03-19,DE,225,3
2023-03-19,ES,148,0
2023-03-19,FR,218,5
2023-03-19,GB,1203,20
2023-03-19,IN,308,4
2023-03-19,JP,280,11
2023-03-19,TR,279,0
2023-03-19,US,580,11
2023-03-20,AU,520,40
2023-03-20,BR,300,15
2023-03-20,CA,365,21
2023-03-20,DE,323,19
2023-03-20,ES,272,9
2023-03-20,FR,333,12
2023-03-20,GB,1899,67
2023-03-20,IN,477,18
2023-03-20,JP,423,38
2023-03-20,TR,365,12
2023-03-20,US,890,38
2023-03-21,AU,540,31
2023-03-21,BR,336,10
2023-03-21,CA,421,18
2023-03-21,DE,299,18
2023-03-21,ES,248,7
2023-03-21,FR,300,18
2023-03-21,GB,1843,71
2023-03-21,IN,463,9
2023-03-21,JP,308,22
2023-03-21,TR,338,12
2023-03-21,US,809,54
2023-03-22,AU,521,29
2023-03-22,BR,288,18
2023-03-22,CA,413,20
2023-03-22,DE,301,14
2023-03-22,ES,261,10
2023-03-22,FR,315,4
2023-03-22,GB,1800,72
2023-03-22,IN,464,6
2023-03-22,JP,368,22
2023-03-22,TR,308,8
2023-03-22,US,828,36
2023-03-23,AU,512,33
2023-03-23,BR,303,15
2023-03-23,CA,408,18
2023-03-23,DE,277,7
2023-03-23,ES,229,10
2023-03-23,FR,317,15
2023-03-23,GB,1852,62
2023-03-23,IN,458,14
2023-03-23,JP,402,16
2023-03-23,TR,292,3
2023-03-23,US,867,56
2023-03-24,AU,446,32
2023-03-24,BR,268,16
2023-03-24,CA,378,23
2023-03-24,DE,259,14
2023-03-24,ES,237,9
2023-03-24,FR,251,10
2023-03-24,GB,1614,54
2023-03-24,IN,435,14
2023-03-24,JP,417,28
2023-03-24,TR,284,9
2023-03-24,US,817,40
2023-03-25,AU,257,12
2023-03-25,BR,186,9
2023-03-25,CA,274,3
2023-03-25,DE,161,3
2023-03-25,ES,126,2
2023-03-25,FR,209,6
2023-03-25,GB,1246,24
2023-03-25,IN,395,2
2023-03-25,JP,298,10
2023-03-25,TR,171,1
2023-03-25,US,637,11
2023-03-26,AU,356,18
2023-03-26,BR,169,9
2023-03-26,CA,250,4
2023-03-26,DE,185,3
2023-03-26,ES,126,3
2023-03-26,FR,180,2
2023-03-26,GB,1247,34
2023-03-26,IN,306,4
2023-03-26,JP,284,19
2023-03-26,TR,185,0
2023-03-26,US,627,19
2023-03-27,AU,490,57
2023-03-27,BR,256,11
2023-03-27,CA,335,37
2023-03-27,DE,231,23
2023-03-27,ES,223,9
2023-03-27,FR,268,21
2023-03-27,GB,1681,72
2023-03-27,IN,523,20
2023-03-27,JP,348,39
2023-03-27,TR,243,8
2023-03-27,US,782,49
2023-03-28,AU,477,36
2023-03-28,BR,306,22
2023-03-28,CA,384,22
2023-03-28,DE,280,11
2023-03-28,ES,255,9
2023-03-28,FR,320,13
2023-03-28,GB,1749,67
2023-03-28,IN,487,11
2023-03-28,JP,363,25
2023-03-28,TR,307,5
2023-03-28,US,918,58
2023-03-29,AU,433,21
2023-03-29,BR,318,13
2023-03-29,CA,330,29
2023-03-29,DE,276,7
2023-03-29,ES,238,6
2023-03-29,FR,298,12
2023-03-29,GB,1733,73
2023-03-29,IN,504,11
2023-03-29,JP,383,19
2023-03-29,TR,362,6
2023-03-29,US,901,33
2023-03-30,AU,384,27
2023-03-30,BR,310,18
2023-03-30,CA,333,12
2023-03-30,DE,327,13
2023-03-30,ES,234,7
